age,female,hisp,education,earnings,hours,week,union,uncov,region,race,marital
43,0,0,12,1.4,40,52,0,0,3,1,1
58,0,1,18,2.6,96,52,0,0,3,1,1
59,1,1,18,2.9961,40,52,0,0,3,1,1
47,1,1,18,4.6,40,52,0,0,3,1,1
22,1,0,12,1.66,40,52,0,0,3,2,7
62,1,1,14,2.7,40,52,1,0,3,2,5
44,1,0,20,8,40,52,0,0,3,1,1
50,0,0,20,13,40,52,0,0,3,1,1
50,1,0,18,3.5,40,52,1,0,3,2,7
42,1,0,16,2.5,40,52,0,0,3,1,1
38,0,1,16,11.5,40,52,1,0,3,1,1
59,1,1,18,1.8063,38,52,0,0,3,1,5
51,1,1,12,2.15,40,52,0,0,3,1,6
29,1,1,16,2.08,40,52,0,0,3,1,1
30,1,1,16,4,40,52,0,0,3,1,1
22,0,1,14,3,40,52,0,0,3,1,1
30,1,0,14,3.64,40,52,0,0,3,2,7
40,0,0,12,1.44,40,52,0,0,3,2,7
37,0,1,12,1.352,40,52,0,0,3,1,1
34,1,1,12,1.56,40,52,0,0,3,1,1
56,1,0,14,2.496,40,52,0,0,3,2,7
23,0,0,12,2.184,40,52,0,0,3,2,7
23,1,0,13,1.872,40,52,0,0,3,2,7
32,0,0,20,11,40,52,0,0,3,1,7
28,1,0,16,5,40,52,0,0,3,1,7
39,1,0,16,2.6,40,52,0,0,3,4,7
34,1,1,9,1.3,40,52,0,0,3,1,1
34,0,1,12,1.9,40,52,0,0,3,1,1
32,1,1,18,7,40,52,0,0,3,1,7
21,0,1,13,1.8002,40,52,0,0,3,1,1
32,1,1,12,1.7,40,52,0,0,3,1,3
36,0,1,16,8.2,60,52,0,0,3,1,7
53,0,1,16,3,40,52,0,0,3,1,1
51,1,1,14,1.5,40,52,0,0,3,1,1
37,0,1,20,8.5,50,52,0,0,3,1,1
54,0,1,18,4,50,52,0,0,3,1,1
45,0,0,14,10,40,52,0,0,3,4,1
40,1,0,14,10,40,52,0,0,3,1,1
52,1,0,16,13,40,52,0,0,3,1,5
52,0,1,16,15,40,52,0,0,3,1,1
51,1,1,16,5.2,40,52,0,0,3,1,1
64,0,1,12,1.5,50,52,0,0,3,1,1
58,1,1,14,3.5,40,52,0,0,3,1,1
52,0,1,6,1.45,40,52,0,0,3,1,6
53,0,0,20,38.9599,50,52,0,0,3,1,1
64,0,0,16,6,50,52,0,0,3,1,1
40,0,1,16,2.5,50,52,0,0,3,1,1
41,1,1,13,2.1,40,52,0,0,3,1,1
33,0,0,18,6.5,40,52,0,0,3,1,7
34,0,0,12,3.5,40,52,0,0,3,2,7
61,1,1,13,1,40,52,0,0,3,1,7
27,1,1,18,3,40,52,0,0,3,1,7
58,0,1,13,5.8,60,52,0,0,3,1,1
34,0,1,11,3.5,40,52,0,0,3,1,1
31,1,1,14,4.5,40,52,0,0,3,1,1
51,0,1,12,4.4,52,52,0,0,3,1,1
48,1,1,12,3,40,52,0,0,3,6,6
53,1,1,12,3,40,52,0,0,3,1,1
31,0,1,12,2.5,40,52,0,0,3,1,7
21,0,1,12,1.56,40,52,0,0,3,1,7
21,0,1,12,1.56,40,52,0,0,3,1,7
47,0,0,16,5.2,40,52,0,0,3,1,7
59,0,1,16,9.73,60,52,0,0,3,1,1
36,0,1,18,8,59,52,0,0,3,1,1
36,0,1,18,9.8,40,52,0,0,3,1,1
40,1,0,11,1.8,40,52,0,0,3,2,1
43,0,0,14,7.4946,40,52,0,0,3,1,5
40,0,1,9,1.2,40,52,0,0,3,1,6
31,0,1,12,2,40,52,0,0,3,1,1
24,1,1,12,2.1,40,52,0,0,3,1,1
61,1,1,16,1,40,52,0,0,3,1,5
33,0,1,12,2.3,40,52,0,0,3,1,7
37,1,0,20,6.5,40,52,0,0,3,1,1
43,0,0,20,12.5,40,52,0,0,3,1,1
44,1,1,12,1.3501,40,52,0,0,3,1,5
42,1,1,14,1.7,40,52,0,0,3,1,1
69,0,1,16,4,40,52,0,0,3,1,7
61,1,0,4,1.2,40,52,0,0,3,2,1
58,1,1,16,3.5,40,52,0,0,3,1,1
39,0,1,16,9,40,52,1,0,3,1,1
28,1,1,13,4.2,40,52,0,0,3,1,1
50,0,0,14,5,40,52,0,0,3,1,1
61,0,0,13,7.8,40,52,0,0,3,1,1
46,0,1,16,6.5,40,52,0,0,3,1,1
35,1,1,16,4.2,40,52,0,0,3,1,1
56,0,0,16,7.5,40,52,0,0,3,1,7
46,0,1,12,5,50,52,0,0,3,1,1
58,1,1,4,4.1,40,52,0,0,3,1,1
60,0,1,18,7.5,40,52,0,0,3,1,1
42,1,1,16,12.5,38,52,0,0,3,1,6
54,1,0,12,9,40,52,0,0,3,2,1
35,0,0,13,5,40,52,0,0,3,4,1
36,1,0,12,2.4,40,52,0,0,3,4,1
55,0,0,14,7.5,40,52,0,0,3,1,1
52,1,0,12,7.5,40,52,0,0,3,1,1
49,0,1,16,5.2,40,52,0,0,3,1,1
42,1,1,16,2.4,40,52,0,0,3,1,1
49,1,1,12,1.7,40,52,0,0,3,1,1
25,0,1,13,4.4,40,52,0,0,3,1,1
25,1,1,16,3.5,40,52,0,0,3,1,1
33,1,0,12,3,40,52,0,0,3,2,7
37,1,1,16,1.1,40,50,0,0,3,1,1
47,0,0,20,7,40,52,0,0,3,1,1
26,1,1,14,1.8,40,52,0,0,3,1,7
34,0,0,12,2,40,52,0,0,3,2,7
46,1,0,13,4,40,52,0,0,3,2,1
43,0,0,14,1.8,50,52,0,0,3,4,5
29,0,0,16,3.8,48,52,0,0,3,2,7
49,1,0,12,2.4,40,52,0,0,3,2,1
24,1,0,16,1.2,40,52,0,0,3,1,7
25,0,0,18,5,40,52,0,0,3,1,1
25,1,0,16,2,40,52,0,0,3,1,1
53,0,1,16,3,40,52,0,0,3,1,1
42,0,0,16,4.5,40,52,0,0,3,1,1
40,1,0,18,2.5,40,52,0,0,3,1,1
50,1,1,14,6.2,40,52,0,0,3,4,5
69,0,1,20,4,60,52,0,0,3,1,1
39,1,1,12,3.5,40,52,0,0,3,1,5
39,0,1,14,5.3,40,52,0,0,3,1,1
54,0,1,14,4.4,40,52,0,0,3,1,1
47,1,1,14,4.6,40,52,0,0,3,1,7
38,1,1,16,3.2,40,52,0,0,3,1,7
40,0,1,12,3,40,52,0,0,3,1,1
41,1,1,16,2,40,52,0,0,3,1,1
23,0,1,13,1.8,40,52,0,0,3,1,7
28,0,0,13,7.5,50,52,0,0,3,1,1
62,1,1,14,2.8,40,52,0,0,3,1,6
39,0,1,11,2.496,40,52,0,0,3,1,1
43,1,1,12,1.664,40,52,0,0,3,1,1
48,0,1,10,2.6,40,52,0,0,3,1,1
64,1,1,12,1.166,40,52,0,0,3,1,5
48,0,1,16,5,40,52,0,0,3,1,1
46,1,1,12,1.1,40,52,0,0,3,1,1
23,0,1,12,2.3,40,52,0,0,3,1,7
27,1,1,11,1.2,40,52,0,0,3,1,7
43,0,0,14,6.5,40,52,0,0,3,2,1
32,1,0,16,10,40,52,0,0,3,1,1
34,0,1,12,4,40,52,0,0,3,1,1
27,1,1,18,5,40,52,0,0,3,1,1
49,0,0,11,1.872,40,52,0,0,3,2,7
45,1,0,11,0.0624,40,52,0,0,3,2,7
42,1,0,12,5,40,52,0,0,3,2,5
24,0,0,12,1.8,40,52,0,0,3,2,7
35,1,1,13,9,72,52,0,0,3,1,7
35,1,0,14,4,38,52,0,0,3,2,1
39,0,0,12,5,40,52,0,0,3,1,1
25,1,1,13,3.7,40,52,0,0,3,1,7
44,0,1,16,4.7,40,52,0,0,3,1,5
42,1,0,16,5,40,52,0,0,3,2,5
24,1,0,12,2,40,52,0,0,3,2,7
48,1,1,12,1.45,40,52,0,0,3,1,5
35,0,1,16,15,40,52,0,0,3,1,1
30,1,0,12,2,40,52,0,0,3,2,7
25,0,1,13,4,40,52,0,0,3,1,7
49,1,1,13,3,40,50,0,0,3,1,5
36,1,0,14,2.6,36,52,0,0,3,2,1
42,0,0,14,2.6,36,52,0,0,3,2,1
56,1,0,16,4,40,52,0,0,3,2,1
57,0,0,12,6,40,52,0,0,3,2,4
23,0,0,9,1.6,40,52,0,0,3,2,7
32,0,1,18,7.5,40,52,0,0,3,1,1
43,0,0,16,5,55,52,0,0,3,1,1
40,1,1,12,7.8,40,52,0,0,3,1,1
55,0,0,12,6.8,50,52,0,0,3,1,1
59,0,0,13,9.1,50,52,0,0,3,1,1
58,1,0,13,3.6,40,52,0,0,3,1,1
36,0,1,13,5,60,52,0,0,3,1,5
62,1,1,16,2.8,43,48,0,0,3,1,5
32,1,1,16,3.5,45,52,0,0,3,1,5
40,0,1,16,6,40,52,0,0,3,1,1
31,1,1,0,1.44,40,52,0,0,3,1,7
25,0,1,9,1.44,40,52,0,0,3,1,7
25,1,1,12,1.2,40,52,0,0,3,1,7
49,0,0,14,5.9,40,52,0,0,3,1,1
49,0,1,14,4.9,40,52,0,0,3,1,5
37,1,0,18,6.4,50,52,0,0,3,4,7
36,1,0,18,5,40,52,0,0,3,1,1
46,1,1,12,2.08,40,52,0,0,3,1,1
46,0,1,12,4.576,40,52,0,0,3,1,1
49,1,1,13,3,40,52,0,0,3,1,1
60,0,0,18,15,40,52,0,0,3,1,1
42,0,0,14,4,40,52,0,0,3,1,7
43,1,1,12,1.44,40,52,0,0,3,1,1
43,0,1,12,2.5001,40,52,0,0,3,1,5
36,0,1,11,2.4001,40,52,0,0,3,1,1
59,0,1,14,7.3,60,52,0,0,3,1,1
37,1,1,18,5,40,52,0,0,3,1,1
36,0,1,11,4.5001,40,52,0,0,3,1,1
28,0,1,16,2,40,52,0,0,3,1,7
49,1,1,14,6,40,52,0,0,3,1,1
53,0,1,16,15,40,52,0,0,3,1,1
52,1,0,14,6.5,40,52,0,0,3,1,1
31,0,1,18,12,50,52,0,0,3,1,1
33,1,1,14,4.0001,40,52,0,0,3,1,1
37,0,1,12,2.2,40,52,0,0,3,2,5
37,0,1,6,3.8,40,52,0,0,3,2,1
34,1,1,6,1,40,52,0,0,3,2,1
40,0,1,12,1.76,40,52,0,0,3,1,1
28,0,1,12,1.6,40,52,0,0,3,1,7
52,0,1,12,2.2,40,52,0,0,3,1,1
20,0,1,9,2.2,40,52,0,0,3,1,7
46,0,1,14,2,40,52,0,0,3,1,7
41,0,1,14,5.2,40,52,0,0,3,1,1
30,1,1,16,5,40,52,0,0,3,1,1
65,1,1,12,1.4,40,52,0,0,3,1,5
66,1,1,12,1.4,40,52,0,0,3,1,5
62,1,1,16,12.5,40,52,0,0,3,1,4
58,1,1,14,3.4,37,52,0,0,3,1,1
62,0,1,14,3.4,45,52,0,0,3,1,1
41,0,1,14,6.5,45,52,0,0,3,1,1
30,1,1,12,2.3,40,52,0,0,3,1,7
57,0,1,12,3.8,40,52,0,0,3,1,1
53,0,1,13,3.5,40,52,0,0,3,1,1
50,1,1,16,2.5,40,52,0,0,3,1,1
55,0,1,10,2.08,40,52,0,0,3,1,5
23,1,1,13,1.8,36,52,0,0,3,1,7
44,0,1,16,4.5,40,52,0,0,3,1,1
36,1,1,16,2.6,40,52,0,0,3,1,1
34,0,1,12,2.5,40,52,0,0,3,1,7
70,0,1,18,11,40,52,0,0,3,1,1
73,1,1,16,6,40,52,0,0,3,1,1
49,0,1,12,2.8,40,52,0,0,3,1,1
46,1,1,10,2.4,40,52,0,0,3,1,1
42,1,1,12,3.2,40,52,0,0,3,1,4
24,0,1,12,2,40,52,0,0,3,1,6
47,0,1,14,13,40,52,0,0,3,1,5
53,0,1,12,2.2,40,52,0,0,3,1,1
51,1,1,12,2.4,40,52,0,0,3,1,1
48,1,1,16,10.5,40,52,0,0,3,1,7
42,0,1,18,18,40,52,0,0,3,1,1
30,1,1,11,2.8,40,52,0,0,3,1,1
45,0,1,12,1.2,50,52,0,0,3,1,1
33,0,1,16,1.8,40,52,0,0,3,1,1
55,0,1,16,3.6,40,52,0,0,3,1,6
29,0,1,14,2.1,40,52,0,0,3,1,1
30,1,1,14,2.1,40,52,0,0,3,1,1
44,0,1,13,12,40,52,0,0,3,1,1
50,1,1,12,2,40,52,0,0,3,1,5
28,1,1,13,3,40,52,0,0,3,1,7
45,1,1,13,5.05,40,52,0,0,3,1,7
38,0,1,13,7,40,52,0,0,3,1,1
37,1,1,13,5.5,50,52,0,0,3,1,1
50,1,1,13,13.7,40,52,0,0,3,1,5
21,0,1,14,4.2,40,52,0,0,3,1,7
76,0,1,9,1.8002,40,52,0,0,3,1,1
63,1,1,9,1.8002,40,52,0,0,3,1,1
49,1,1,6,1.044,40,52,0,0,3,1,6
55,0,1,13,1.6,40,52,0,0,3,1,1
47,0,1,16,15,40,52,0,0,3,1,1
45,1,0,16,3.5,40,52,0,0,3,1,1
41,0,1,14,6.5,40,52,0,0,3,1,5
55,0,1,13,6.5,40,52,0,0,3,1,1
54,1,1,18,5.2,40,52,0,0,3,1,1
45,1,1,14,3.2,40,52,0,0,3,1,6
34,0,1,9,1.2,40,52,0,0,3,1,7
26,0,1,11,1.2,40,52,0,0,3,1,7
32,0,1,11,1.2,40,52,0,0,3,1,7
21,0,1,9,1.2,40,52,0,0,3,1,7
41,0,1,12,2.3,40,52,0,0,3,1,1
55,0,1,16,3,46,52,0,0,3,1,1
56,1,1,16,3,46,52,0,0,3,1,1
47,0,0,16,6.5,40,52,0,0,3,1,1
48,1,1,16,1.2,40,52,0,0,3,1,1
53,0,1,16,6,40,52,0,0,3,1,1
32,0,0,12,3.1,40,52,0,0,3,2,1
32,1,1,12,5.5,40,52,0,0,3,1,1
34,0,1,11,6.2,40,52,0,0,3,1,1
46,1,1,16,5,40,52,0,0,3,1,5
32,0,1,8,3.4,40,48,0,0,3,1,1
61,1,1,14,5.5,40,52,0,0,3,1,5
26,0,1,16,4,40,52,0,0,3,1,7
49,1,1,16,5.9,40,52,0,0,3,1,5
27,0,1,12,2.5,50,50,0,0,3,1,1
44,1,1,16,3.2,40,52,0,0,3,1,7
49,1,1,13,1.85,40,52,0,0,3,1,5
34,1,1,16,2.5,40,52,0,0,3,1,7
54,1,1,12,2,40,52,0,0,3,1,7
56,0,1,12,0.027,40,51,0,0,3,2,1
35,1,1,16,3.1,40,52,0,0,3,1,1
35,0,1,16,3.6,40,52,0,0,3,2,1
46,1,1,16,4.5,40,52,0,0,3,1,1
46,0,0,16,5.5,40,52,0,0,3,1,1
41,0,1,18,7.5,40,52,0,0,3,1,1
30,1,1,18,5.2,40,52,0,0,3,1,1
48,0,1,16,2.4,40,52,0,0,3,1,1
45,1,1,16,3.5,40,52,0,0,3,1,1
62,0,1,14,4.2,40,52,0,0,3,1,3
56,1,1,13,5.4,40,52,0,0,3,1,5
56,0,1,12,5.2,40,52,0,0,3,1,5
45,0,1,12,2.2,40,52,0,0,3,1,1
68,0,1,6,0.16,40,52,0,0,3,1,1
25,1,1,11,0.144,40,52,0,0,3,1,7
47,0,1,12,1.8,40,52,0,0,3,1,1
37,1,1,16,2.5,40,52,0,0,3,1,1
43,0,1,16,7,40,52,0,0,3,1,1
43,0,0,12,1.75,60,50,0,0,3,2,7
55,0,0,11,2.1,40,52,0,0,3,2,4
38,1,0,16,2.5,60,52,0,0,3,1,1
24,0,0,13,6.8,40,52,0,0,3,2,1
46,1,0,6,1.2,52,52,0,0,3,2,7
46,1,0,13,4,40,52,0,0,3,1,1
51,0,0,12,14,50,52,0,0,3,1,1
52,0,0,18,4,40,52,0,0,3,1,1
51,1,0,14,6,36,52,0,0,3,1,1
30,1,0,14,1.5,40,52,0,0,3,2,5
53,1,0,12,4.5,40,52,0,0,3,2,7
39,1,0,18,7.1,40,52,0,0,3,2,7
65,1,0,13,2.5,40,52,0,0,3,2,1
48,1,1,16,6,50,52,0,0,3,1,3
47,0,1,13,4.4,40,52,0,0,3,1,1
34,1,1,13,2.6,40,52,0,0,3,1,1
34,0,1,16,6,40,52,0,0,3,1,1
34,1,1,16,8.6,40,52,0,0,3,1,1
30,0,0,13,2.4,40,52,0,0,3,2,1
35,1,1,12,0.51,40,52,0,0,3,1,7
31,1,0,12,1.2,40,52,0,0,3,2,1
47,1,0,10,2.6,40,52,0,0,3,2,7
51,0,1,14,9,40,52,0,0,3,1,1
49,1,1,13,1.3,40,52,0,0,3,1,1
39,1,1,13,4.2,40,52,0,0,3,1,6
44,1,1,12,1.9,40,52,0,0,3,1,1
50,0,1,12,4,40,52,0,0,3,1,1
68,0,0,20,6.2,40,52,0,0,3,1,1
57,1,0,20,6,40,52,0,0,3,1,1
56,0,0,20,15,60,52,0,0,3,1,1
54,1,1,16,5.2,40,52,0,0,3,1,1
54,0,1,20,15,80,52,0,0,3,1,1
48,0,1,16,7.5,50,52,0,0,3,1,1
53,1,0,18,6.3,38,52,0,0,3,1,5
36,1,1,16,3.8,38,52,0,0,3,1,5
48,0,1,12,1.2,50,52,0,0,3,1,1
59,1,1,16,3.9559,42,52,0,0,3,1,4
39,0,1,14,7.1,40,52,0,0,3,1,1
37,1,1,12,3.5,40,52,0,0,3,1,1
40,1,1,12,18,40,52,0,0,3,1,1
51,0,1,11,1.95,40,52,0,0,3,1,1
48,0,0,16,15,65,52,0,0,3,1,1
64,0,1,16,5,40,52,0,0,3,1,1
41,0,1,18,17.5,50,52,0,0,3,1,1
42,0,1,16,2,40,52,0,0,3,1,1
33,1,1,16,2,40,52,0,0,3,1,1
30,1,0,14,3.6,40,52,0,0,3,1,1
31,0,0,14,8,40,52,0,0,3,1,1
58,1,1,16,4,40,52,0,0,3,1,5
46,0,0,16,4,40,52,0,0,3,1,5
44,1,1,12,3,40,52,0,0,3,1,1
43,0,1,12,2.5002,40,52,0,0,3,1,1
38,0,1,12,6,40,52,0,0,3,1,1
33,1,1,13,4.0002,40,52,0,0,3,1,1
40,1,0,12,2.8,40,52,0,0,3,2,7
58,1,1,12,2,40,52,0,0,3,1,4
51,1,1,12,2,40,52,0,0,3,1,6
63,0,1,16,6.5,50,52,0,0,3,1,1
60,1,0,18,3.5,40,52,0,0,3,1,1
59,1,0,20,9.5002,45,52,0,0,3,2,1
59,0,0,11,5,40,52,0,0,3,2,1
24,0,0,14,3.0002,40,52,0,0,3,2,7
35,1,0,12,2,40,52,0,0,3,2,7
55,0,0,12,7.8,40,52,0,0,3,1,1
60,1,0,13,3.5,40,52,0,0,3,1,4
26,1,1,13,3.2,40,52,0,0,3,1,5
23,0,0,14,3.65,40,52,0,0,3,1,7
25,1,1,14,3.1,40,52,0,0,3,1,7
42,0,0,12,3,40,52,0,0,3,2,1
72,0,1,16,1.45,40,52,0,0,3,1,1
64,0,0,13,3,50,51,0,0,3,1,5
68,1,0,13,3.85,40,48,0,0,3,1,5
29,0,0,16,10,60,52,0,0,3,1,7
43,1,0,11,4,40,52,0,0,3,2,7
24,0,0,16,3.3,40,52,0,0,3,2,7
54,0,1,12,1,40,52,0,0,3,1,1
33,0,0,16,5,52,52,0,0,3,2,1
32,1,0,20,14.7,60,52,0,0,3,2,1
40,0,1,10,4,40,52,0,0,3,1,1
34,1,1,12,1.5,40,52,0,0,3,1,1
29,1,1,12,2,39,52,0,0,3,1,7
61,0,1,12,4.3,40,52,0,0,3,1,1
35,0,1,12,3.12,43,52,0,0,3,1,5
61,0,0,12,4,40,52,0,0,3,1,1
72,0,0,18,15,40,52,0,0,3,1,1
54,0,0,13,6.5,40,52,0,0,3,1,1
25,0,0,16,2.5,40,52,0,0,3,1,7
45,0,1,12,3,40,52,0,0,3,1,6
31,0,1,10,4.8,40,52,0,0,3,1,1
31,1,1,13,3.6,40,52,0,0,3,1,1
52,0,0,13,15,40,52,0,0,3,1,1
52,0,0,16,7.5,40,52,0,0,3,1,1
79,1,0,11,3.0682,40,52,0,0,3,1,4
65,1,0,13,6.5,40,52,0,0,3,1,5
37,0,0,13,1.45,40,52,0,0,3,2,1
40,1,1,13,4.3,45,52,0,0,3,1,7
61,1,0,12,6,40,52,0,0,3,1,1
51,1,0,16,5,40,52,0,0,3,1,5
45,0,0,12,3.5,40,52,0,0,3,1,7
39,0,0,13,5,40,52,0,0,3,1,1
37,1,0,13,5,40,52,0,0,3,1,1
38,1,0,14,7.8,40,52,0,0,3,2,3
37,0,0,16,5,40,52,0,0,3,1,1
63,0,0,16,2.6,56,52,0,0,3,1,5
35,1,0,16,7.5,36,51,0,0,3,1,7
36,0,1,12,3.8,50,52,0,0,3,1,1
30,0,0,13,5,40,50,0,0,3,1,1
32,1,1,13,3.6,40,52,0,0,3,1,1
31,0,0,14,6.5,50,52,0,0,3,1,1
37,0,0,14,5.7,55,52,0,0,3,1,7
26,1,0,11,1.5,38,52,0,0,3,1,6
52,0,0,13,3.8,40,52,0,0,3,2,5
74,0,0,12,38.9599,45,52,0,0,3,1,1
61,1,0,12,40.772,40,52,0,0,3,1,1
36,1,0,13,6,40,52,0,0,3,2,1
35,0,0,13,3,40,52,0,0,3,2,1
46,0,0,16,2.7,40,52,0,0,3,2,1
44,0,1,13,10,40,52,0,0,3,1,1
45,1,0,16,5,40,52,0,0,3,1,1
34,0,0,16,8,40,52,0,0,3,7,5
30,0,0,13,3.2,40,52,0,0,3,1,1
28,1,0,13,3.5,40,52,0,0,3,1,1
36,1,0,18,8.9,40,52,0,0,3,4,1
46,1,0,13,6.5,38,52,0,0,3,1,5
72,1,0,13,4.7,40,52,0,0,3,1,5
37,0,0,12,5.5,40,52,0,0,3,1,1
34,0,0,12,9.4,40,52,0,0,3,1,1
44,0,1,12,2.7,40,52,0,0,3,1,1
45,1,1,12,3,40,52,0,0,3,1,1
19,0,1,13,1.3,40,52,0,0,3,1,7
42,1,1,16,2.5,40,52,0,0,3,1,5
62,0,1,12,2.08,80,52,0,0,3,1,1
35,1,1,11,1.56,40,52,0,0,3,1,7
43,1,1,14,1.5,40,50,0,0,3,1,1
45,0,1,10,2.4,40,50,0,0,3,1,1
44,1,1,12,2.05,40,52,0,0,3,1,1
26,0,0,14,2.47,40,52,0,0,3,1,1
31,1,1,16,4,40,52,0,0,3,1,1
26,1,0,12,3.12,40,52,0,0,3,1,1
31,0,1,14,3,40,52,0,0,3,1,1
38,0,0,18,5.1,40,52,0,0,3,1,1
54,0,0,12,1.04,40,50,0,0,3,2,1
47,1,0,16,2.8,45,52,0,0,3,1,1
48,0,0,20,19.5,50,52,0,0,3,1,1
47,0,0,20,20,75,52,0,0,3,1,1
40,0,0,14,18,80,52,0,0,3,1,1
43,0,0,14,3.8,40,52,0,0,3,2,1
42,1,0,20,7,40,52,0,0,3,2,1
31,0,0,16,6.24,50,52,0,0,3,2,1
29,1,0,16,2.86,40,52,0,0,3,2,1
48,0,0,16,1.872,40,52,0,0,3,1,1
58,1,0,16,19.5,60,52,0,0,3,2,7
48,1,0,16,2,40,52,0,0,3,1,7
30,0,0,12,5.6,40,52,0,0,3,1,1
44,0,0,12,5.2,50,52,0,0,3,1,1
48,0,0,13,4.2,60,52,0,0,3,1,1
47,0,0,12,0.48,40,52,0,0,3,1,1
18,0,0,12,1.1175,40,52,0,0,3,1,7
44,1,1,16,4,40,52,0,0,3,1,1
44,0,1,16,10,40,52,0,0,3,1,1
33,0,1,9,3.7,40,52,0,0,3,1,5
53,1,0,18,7.5,40,52,0,0,3,1,1
41,0,1,6,2.5,40,52,0,0,3,1,1
64,0,0,16,0.027,40,51,0,0,3,1,5
36,0,0,14,5,50,52,0,0,3,1,1
35,1,0,12,5.8,50,50,0,0,3,1,1
51,1,0,13,6,40,52,0,0,3,1,1
35,1,0,16,8,55,52,0,0,3,1,1
23,1,0,14,3,40,52,0,0,3,1,7
23,0,0,14,3,40,52,0,0,3,1,7
26,0,0,18,11.2946,55,52,0,0,3,1,1
29,1,0,16,3,40,52,0,0,3,1,1
40,1,0,13,5.9,47,52,0,0,3,1,5
60,0,0,16,5.7,40,52,0,0,3,1,1
57,1,0,16,4.5,40,52,0,0,3,1,1
43,0,1,9,3.536,40,52,0,0,3,1,1
38,0,1,10,7.5,60,52,0,0,3,1,1
48,0,1,13,2.7,40,52,0,0,3,1,1
35,0,0,14,4.2395,40,52,0,0,3,1,5
42,0,1,12,4,40,52,0,0,3,1,7
39,0,0,12,4.5,40,52,0,0,3,1,1
38,1,1,18,4.5,40,52,0,0,3,1,1
46,0,0,12,2.9,48,52,0,0,3,2,1
46,0,0,14,3.8,40,52,0,0,3,2,1
24,0,0,12,3.8,40,52,0,0,3,1,1
42,1,0,16,1.6,36,52,0,0,3,1,1
45,0,0,13,3.5,40,52,0,0,3,1,1
31,1,0,12,1.92,40,52,0,0,3,1,7
28,1,0,14,5.5,40,52,0,0,3,1,7
53,1,0,12,1.1,40,52,0,0,3,1,1
55,0,0,14,6,40,52,0,0,3,1,1
59,0,0,6,3,50,52,0,0,3,1,1
46,1,0,13,2.4,40,49,0,0,3,1,1
33,0,0,12,2.2,40,52,0,0,3,2,7
47,1,1,14,2.5,36,52,0,0,3,2,5
53,0,0,12,2.496,40,52,0,0,3,1,6
50,0,0,14,9.8,40,52,0,0,3,1,5
37,1,0,14,2.8,40,52,0,0,3,1,7
29,0,0,13,3.1,40,52,0,0,3,1,1
37,1,1,10,2.6,40,52,0,0,3,1,1
37,0,1,12,2.5,40,52,0,0,3,1,1
39,0,0,13,3.5,40,48,0,0,3,1,1
24,1,0,13,2,40,52,0,0,3,1,7
50,0,1,10,3.5,90,52,0,0,3,1,5
48,0,1,13,2.6,40,52,0,0,3,1,1
47,1,0,14,1.8,40,52,0,0,3,1,1
53,0,1,12,4,40,48,0,0,3,1,1
26,1,0,13,2.5,42,52,0,0,3,1,1
31,0,0,13,4.1,40,52,0,0,3,1,1
30,1,0,12,4.2,40,52,0,0,3,1,7
43,0,0,16,9.2,40,52,0,0,3,1,1
59,0,0,13,2.7168,40,52,0,0,3,1,1
52,1,0,20,4.8,36,52,0,0,3,1,7
52,1,0,12,3,45,52,0,0,3,1,1
60,1,1,12,3.6,40,52,0,0,3,1,1
85,0,1,12,4,40,52,0,0,3,1,1
27,0,1,12,2.5,40,52,0,0,3,1,7
47,0,0,12,0.6,40,52,0,0,3,2,7
56,1,1,12,1.5,36,52,0,0,3,1,7
32,0,1,16,3.38,40,52,0,0,3,1,1
41,0,0,16,7.2,50,52,0,0,3,1,7
27,0,0,18,6.8,40,52,0,0,3,1,7
27,0,0,18,6.8,40,52,0,0,3,1,3
40,0,0,13,1.8,36,52,0,0,3,1,7
61,1,1,13,1.5,40,52,0,0,3,1,1
67,0,0,16,7.2,40,52,0,0,3,1,1
44,0,0,16,38.9599,50,52,0,0,3,1,1
37,1,0,16,3.8,40,52,0,0,3,2,3
49,1,0,12,1.8,40,52,0,0,3,2,7
33,0,0,12,10,40,48,0,0,3,1,1
52,1,0,18,5.8,40,52,0,0,3,1,5
30,0,1,13,2,40,52,0,0,3,1,1
30,1,1,18,2.5,40,52,0,0,3,1,1
43,0,0,12,1.75,40,52,0,0,3,1,1
51,1,0,12,3.5,40,52,0,0,3,1,1
45,0,1,12,1.9,40,52,0,0,3,1,5
61,0,0,16,2.1,40,52,0,0,3,1,5
36,0,0,14,3.5,40,52,0,0,3,4,1
24,1,0,12,1.5,40,52,0,0,3,4,1
54,1,0,12,1.4,38,52,0,0,3,2,6
40,1,0,12,1.8,40,52,0,0,3,2,7
53,1,0,9,1.35,37,52,0,0,3,2,5
44,0,0,16,5,50,52,0,0,3,1,1
44,1,1,16,4.6,50,52,0,0,3,1,1
39,0,0,14,5.4,40,52,0,0,3,2,1
36,0,0,16,6.8,48,52,0,0,3,1,7
32,1,0,13,2.6,40,52,0,0,3,1,7
26,0,1,16,5.8,40,52,0,0,3,1,1
32,0,0,16,6,40,52,0,0,3,2,5
51,0,0,12,11.3,40,52,0,0,3,1,1
25,1,1,16,7,40,52,0,0,3,1,7
26,0,1,16,6.15,40,52,0,0,3,1,7
27,1,0,14,6,36,52,0,0,3,1,1
